Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size
5640,Female,38,41-3000,11,5
1860,Male,39,23-0000,8,3
10650,Female,27,51-0000,3,1
1157,Female,26,31-1120,0,2
4686,Male,19,41-0000,3,4
9812,Male,18,37-2000,4,1
9462,Female,29,43-4050,6,3
10987,Female,26,51-4000,6,4
9030,Female,20,31-1100,0,5
6952,Female,37,53-1000,8,1
7109,Male,20,25-9040,0,2
3301,Male,28,47-2000,7,4
6700,Female,35,13-1000,8,6
4102,Male,36,13-1121,11,5
3867,Female,47,29-1210,21,6
7475,Female,17,43-0000,1,6
8665,Female,51,29-1140,20,3
5734,Male,19,35-9010,5,1
5964,Male,43,11-0000,8,2
1954,Male,27,51-0000,8,3
5615,Female,22,43-0000,2,5
8948,Male,23,53-7065,3,5
8503,Male,43,13-2011,11,6
5773,Female,31,43-4000,7,7
2668,Female,46,11-9039,19,2
8050,Male,56,11-1011,20,1
3073,Male,32,43-6010,6,1
10778,Female,18,35-3020,3,2
6723,Female,40,33-3051,10,6
3684,Male,29,29-2000,6,3
6526,Male,55,23-1011,18,6
9862,Male,43,11-9033,12,7
4016,Male,26,43-4000,6,4
6524,Female,28,39-3010,6,5
3101,Female,27,41-2031,6,5
9235,Female,27,31-1120,4,4
10984,Male,39,19-3020,8,5
3793,Female,21,51-2090,1,0
6257,Male,24,31-1120,6,3
8101,Female,33,49-1000,6,0
4299,Female,24,41-0000,3,2
5505,Male,43,47-0000,9,5
7034,Male,37,13-1151,10,3
8131,Male,37,11-1021,7,4
10642,Male,19,43-6014,2,6
7775,Female,24,39-6000,3,0
2345,Male,27,31-0000,5,4
3219,Female,27,27-0000,7,2
9517,Female,48,25-2022,21,4
8122,Female,23,41-9099,2,4
3224,Female,46,43-1000,6,6
4283,Female,20,45-0000,2,0
5099,Male,45,53-4000,10,1
5852,Male,39,13-1000,11,7
8849,Female,41,11-0000,10,5
5593,Male,26,35-1000,4,0
10810,Female,21,41-2000,1,3
4675,Female,44,11-0000,11,5
3089,Male,19,31-1120,1,5
4476,Male,23,43-4131,1,3
10173,Male,31,25-9000,2,0
8547,Female,21,43-3030,0,3
10408,Female,18,49-9070,2,5
1146,Female,32,41-0000,2,2
7615,Female,42,29-0000,7,4
5601,Male,23,43-4170,3,2
9687,Female,22,53-3031,5,4
10623,Female,50,41-3090,20,4
3443,Female,33,41-2000,3,1
8477,Male,20,49-9070,2,0
4239,Male,40,13-1082,7,7
6648,Male,29,53-7000,3,2
10184,Male,21,31-9090,0,2
2689,Male,40,41-9020,13,6
9988,Male,40,49-9040,9,5
1136,Female,23,35-1010,5,3
9037,Female,27,47-2041,6,1
9315,Male,27,35-3020,4,2
10803,Female,45,11-2000,6,2
7204,Female,23,53-3000,1,3
3250,Male,24,35-0000,5,2
4518,Female,39,47-1011,11,6
9292,Female,33,35-0000,5,5
9837,Female,47,41-4010,22,5
2777,Male,45,29-2060,9,4
4962,Male,16,43-0000,3,5
8080,Female,33,47-2073,6,5
4673,Female,39,47-0000,11,1
9505,Female,28,35-3020,5,1
2721,Female,17,35-3023,4,5
10815,Male,23,41-2010,0,3
9985,Female,22,37-2000,2,4
10140,Male,36,17-2000,11,3
5275,Female,30,31-0000,5,4
7510,Female,47,29-1292,19,6
10856,Female,43,29-0000,10,3
10794,Male,22,35-2012,0,3
9179,Female,27,41-0000,4,4
8929,Male,46,13-0000,20,3
6725,Male,22,25-9045,1,4
10193,Female,16,53-3000,0,3
8740,Female,18,43-3031,4,4
8385,Male,24,41-2030,2,0
9965,Female,35,49-9020,11,6
4336,Male,33,35-3030,7,2
7114,Male,22,43-0000,5,0
9609,Female,22,53-0000,0,5
6899,Male,26,33-9032,3,5
2984,Male,19,33-0000,3,5
3930,Male,19,31-0000,3,7
2237,Male,42,25-1190,9,2
1125,Male,33,31-1120,6,6
7215,Female,36,53-0000,6,3
6417,Female,39,13-2010,8,3
7444,Male,23,53-7065,0,3
5832,Male,29,37-3000,1,0
2793,Male,44,17-2072,8,4
7704,Male,27,35-0000,4,4
6460,Male,38,17-2110,8,2
3997,Female,19,21-1000,3,2
5891,Male,40,25-0000,11,3
9647,Male,37,41-4010,10,4
6195,Female,30,43-6000,8,4
3849,Female,22,35-3020,3,2
5764,Female,26,53-7060,4,4
2524,Male,42,13-1071,12,6
7729,Female,33,25-1190,3,3
5554,Male,41,15-1200,7,4
8834,Female,32,37-2000,7,7
5582,Female,38,17-0000,7,5
9646,Female,24,35-3023,3,1
6001,Male,23,41-1010,4,2
9964,Female,26,43-0000,8,0
5295,Male,33,49-1011,8,2
1690,Female,24,35-0000,3,0
2585,Female,23,53-0000,6,4
3109,Female,23,31-0000,3,3
10877,Male,44,11-1020,13,7
6617,Male,38,47-0000,11,3
4420,Female,19,35-1000,1,4
9790,Male,21,43-3031,0,4
9999,Female,28,11-9000,4,1
2593,Male,28,43-6000,2,5
10507,Male,37,51-0000,8,6
8282,Male,24,43-9060,0,5
5910,Male,20,43-3020,4,2
3058,Female,18,31-1100,1,4
8975,Male,33,11-0000,6,3
5885,Female,23,51-7011,1,3
7611,Female,20,53-7060,2,1
6878,Female,38,13-1161,11,4
9660,Male,21,53-7065,2,1
4135,Female,42,25-2000,10,8
1465,Female,20,35-2000,3,5
5439,Female,42,15-1200,8,4
8669,Female,35,47-2061,7,5
9817,Female,49,23-1000,18,4
6138,Male,25,35-2014,1,1
6336,Female,42,25-2000,11,4
9314,Female,16,21-0000,2,2
8155,Male,25,53-3033,3,5
7622,Female,27,31-1120,3,5
9530,Male,33,33-9091,3,7
8393,Female,47,43-1000,20,5
8530,Male,24,43-9000,4,1
5256,Male,38,13-1199,6,4
6031,Male,39,33-3000,10,2
4255,Female,55,11-9199,22,4
5245,Female,26,43-6000,2,4
1897,Female,45,29-1000,9,4
3855,Female,40,29-1140,10,3
1968,Male,44,17-3023,10,5
6868,Female,33,29-1000,7,4
4564,Female,24,43-6000,4,0
7984,Male,19,51-2090,2,5
7314,Male,18,43-9000,5,3
3230,Male,35,29-0000,10,3
8752,Female,38,13-0000,9,2
4419,Female,23,35-3011,0,1
2831,Female,44,33-3000,19,6
1501,Female,37,29-1140,7,4
4696,Female,30,53-7060,4,0
1946,Female,24,51-4033,7,1
5374,Male,40,13-2010,11,3
10492,Male,19,35-3020,2,3
3033,Male,29,39-3000,9,3
10565,Male,23,35-3023,2,2
9366,Male,40,19-1040,6,6
4873,Female,23,53-7064,3,4
6352,Male,45,27-0000,20,6
1702,Female,37,13-1110,7,5
1175,Male,21,35-1000,0,5
3927,Female,32,43-3031,4,6
7914,Male,38,29-1141,9,3
5695,Female,22,43-4000,0,3
5706,Male,25,31-9011,4,3
5280,Male,26,37-2010,7,4
5106,Male,20,53-7060,2,2
2649,Male,47,11-1021,19,6
8007,Female,44,23-0000,22,1
1193,Male,23,51-3000,6,2
2658,Male,48,25-2020,21,7
6141,Male,26,21-1000,3,0
4672,Female,46,11-1021,19,4
8392,Male,38,23-0000,7,7
1395,Male,25,43-0000,3,4
1871,Female,27,53-7060,4,1
6432,Male,28,31-9090,1,6
1164,Female,43,29-0000,9,5
1789,Female,25,41-2011,6,3
6291,Female,43,19-2000,8,4
9765,Female,43,29-1123,7,7
3747,Female,36,53-4031,9,4
4027,Female,26,53-7060,5,0
7789,Female,44,47-1011,19,6
2001,Female,28,51-2090,3,3
2737,Male,46,29-0000,18,3
10539,Male,28,39-9030,3,2
8518,Male,32,43-4170,6,4
7052,Female,22,43-4170,0,2
7377,Female,25,33-9030,7,1
9229,Female,26,43-6000,2,2
5823,Male,17,51-4120,2,2
5976,Male,37,29-1141,8,2
4667,Male,19,47-2000,5,4
8303,Female,19,43-0000,1,0
8765,Male,31,33-9032,3,0
7581,Female,32,25-0000,4,5
8643,Male,41,25-2000,11,4
8126,Female,23,33-9030,8,0
10536,Female,28,43-6000,5,1
1143,Female,40,51-1000,9,3
9326,Female,26,43-3031,3,2
8027,Female,40,27-2021,10,5
2274,Female,45,25-0000,10,6
9883,Female,35,33-9090,4,0
3890,Female,32,43-0000,4,2
1060,Male,25,43-3031,6,2
8366,Female,46,47-0000,19,4
4965,Female,25,31-9090,3,1
8797,Male,22,43-0000,0,0
2792,Male,34,35-3000,3,5
8514,Female,44,25-2021,12,4
10807,Male,27,21-0000,6,1
3227,Male,52,11-9110,19,3
3524,Male,23,53-7000,1,2
2170,Male,35,43-6014,5,8
9961,Male,28,51-0000,6,3
1387,Male,32,47-2030,6,1
8617,Female,21,39-9030,5,3
2632,Female,17,29-2000,3,1
9484,Male,42,25-2052,8,3
8999,Female,17,35-9000,0,1
10630,Male,24,49-9071,2,3
7734,Male,17,35-0000,4,1
7702,Female,44,29-1051,18,5
5137,Female,47,29-1071,23,2
3570,Male,29,31-1100,4,2
10395,Male,37,39-9000,11,3
2440,Male,42,41-3090,9,4
1020,Male,17,43-9060,1,1
9628,Male,40,23-2000,12,3
6389,Female,41,15-0000,8,2
2722,Male,33,15-0000,4,2
9850,Female,19,51-9000,2,3
2520,Female,34,11-9000,11,2
10248,Female,30,43-4050,2,3
5725,Female,29,53-3000,2,3
5036,Male,26,35-3000,2,3
4268,Female,41,11-9030,12,1
3320,Male,17,49-9000,2,2
4412,Male,24,35-3020,3,0
2825,Female,22,43-0000,1,0
1348,Male,31,29-0000,4,2
3981,Male,25,31-9000,3,6
10413,Female,26,41-0000,5,4
10655,Male,23,41-0000,0,4
8471,Male,22,31-1120,0,4
8190,Male,35,15-1250,10,3
3046,Female,28,43-3000,8,2
1652,Female,20,41-2031,5,1
3512,Male,43,11-0000,7,4
7798,Female,21,53-3030,2,1
1970,Female,36,25-0000,3,4
3236,Male,34,53-0000,6,4
9779,Female,35,51-8000,1,2
8605,Female,46,17-0000,19,5
3142,Male,22,37-0000,0,2
4322,Male,23,41-1011,1,3
2636,Female,22,53-0000,2,4
9896,Female,34,11-0000,10,3
6383,Female,42,13-0000,10,6
6610,Female,46,29-2060,16,5
9319,Male,32,25-2031,8,2
3882,Male,42,15-1210,8,4
4480,Male,36,41-0000,3,5
8268,Male,45,29-0000,18,4
7366,Female,25,25-2010,3,3
4026,Female,47,15-1240,18,4
10704,Male,31,39-9011,4,4
6864,Male,45,41-3020,20,1
8186,Female,27,41-2031,3,4
1895,Female,44,43-5061,20,3
10475,Male,21,41-2031,5,5
6076,Male,43,53-1000,20,4
6858,Male,25,37-0000,2,3
6657,Male,20,43-4170,2,3
1467,Male,28,43-0000,6,5
2539,Male,47,29-0000,22,5
7784,Male,29,41-2011,4,6
10619,Female,31,49-9071,3,3
10288,Male,45,29-0000,21,1
8434,Male,36,15-1299,10,2
8629,Female,49,27-1000,20,5
1969,Male,32,47-2000,3,4
7843,Female,43,25-2022,9,3
3402,Female,24,35-0000,4,3
9698,Female,28,41-0000,7,3
8898,Male,19,53-7000,1,3
1006,Female,38,13-1120,7,1
9323,Male,35,29-0000,5,6
7203,Female,26,35-0000,4,4
1786,Male,18,41-0000,2,3
5721,Female,23,47-2061,0,5
1217,Female,46,15-1299,7,4
1798,Female,39,25-2031,12,3
10323,Male,20,35-2010,1,1
4898,Female,25,31-1120,3,1
6387,Female,23,31-1120,4,4
2134,Female,38,13-2011,10,2
3729,Male,40,25-0000,10,6
5029,Male,35,49-0000,10,4
9774,Female,30,31-1120,6,4
8095,Male,35,17-2071,11,4
4528,Male,38,15-0000,10,3
9630,Female,55,41-4012,21,3
3447,Male,23,39-6011,2,3
5834,Female,41,13-0000,10,5
1279,Male,24,33-0000,6,0
9620,Male,29,35-2010,6,2
8333,Female,17,53-3030,0,4
5633,Male,35,11-0000,4,6
1887,Male,33,15-1240,5,1
7728,Female,33,33-1000,2,3
3056,Female,43,17-2000,8,2
4031,Male,23,41-9040,2,4
8405,Female,27,43-4000,3,1
9064,Female,21,35-0000,1,0
4059,Male,30,11-0000,7,2
5517,Female,30,13-2000,6,6
1129,Male,23,53-7060,0,2
9321,Male,27,41-2030,5,4
1688,Female,28,29-1140,6,3
10485,Female,31,17-2000,4,6
9383,Female,25,43-5000,4,1
7246,Male,24,35-2000,6,3
4034,Male,23,35-0000,5,3
10758,Female,24,41-2011,4,5
9619,Male,38,31-1131,8,4
10896,Male,27,35-9021,4,0
5368,Male,35,21-1020,8,4
5210,Female,18,33-9030,3,1
3308,Male,28,53-0000,7,2
5857,Male,39,33-9020,8,5
3304,Male,32,43-0000,5,3
8329,Male,17,35-0000,3,2
6065,Female,35,41-3031,7,1
1868,Female,28,53-7000,6,3
6740,Male,33,47-2073,3,3
1151,Female,26,37-0000,6,3
9838,Male,24,41-0000,5,6
5376,Female,25,35-2010,2,3
9300,Male,38,49-0000,11,5
10746,Male,42,29-2061,10,5
6752,Female,47,49-3030,20,8
1432,Female,30,25-3041,7,4
5000,Male,44,29-1000,8,3
10876,Female,40,11-9000,11,1
7083,Female,19,43-0000,1,4
8753,Male,26,35-3031,6,4
10921,Female,35,13-1080,10,5
7946,Male,24,25-9045,5,1
7887,Male,16,25-3000,0,4
6113,Female,53,11-3031,19,3
9035,Male,33,31-0000,2,5
3858,Female,41,15-2051,12,5
3434,Female,29,43-4051,5,2
4900,Male,23,43-5053,5,5
10528,Male,36,23-0000,9,6
9541,Female,32,53-3000,3,5
3396,Female,20,21-1090,2,4
2688,Female,38,11-0000,11,4
9396,Female,27,35-3000,3,5
1475,Male,26,51-0000,2,0
2717,Female,32,25-3031,1,7
1567,Female,23,25-3040,5,2
1662,Male,35,43-4081,6,1
9777,Female,23,43-9061,3,5
9228,Male,34,25-9040,9,6
9020,Female,34,29-1120,4,5
3461,Female,44,41-3000,6,3
8980,Female,17,33-9032,3,4
9904,Female,23,35-0000,4,3
9441,Female,29,53-7000,3,7
5497,Male,42,47-0000,11,5
10400,Male,16,51-4000,0,2
9291,Male,30,37-2010,4,2
9410,Male,27,43-9061,7,4
9277,Female,17,33-0000,1,6
6893,Female,37,43-4051,8,4
7603,Female,46,13-0000,10,6
3679,Female,21,29-2000,0,0
5620,Male,38,27-0000,7,6
7908,Male,35,13-2010,2,1
3645,Male,51,13-0000,21,6
9316,Male,19,41-0000,0,3
5810,Male,40,29-0000,11,6
9463,Female,34,11-3050,6,6
8942,Female,23,35-3031,0,4
5680,Male,32,33-0000,5,3
9511,Male,26,53-3000,3,4
2160,Male,47,13-0000,19,6
5445,Female,21,53-7000,0,1
7929,Female,24,53-3030,6,0
6600,Female,21,41-2000,0,0
7504,Male,32,13-1151,2,2
6569,Female,23,53-3000,3,3
7136,Female,20,21-0000,3,2
3268,Female,21,53-3000,0,3
7492,Male,27,25-9000,5,2
9214,Male,27,41-0000,5,5
7205,Female,34,25-0000,4,4
9553,Female,37,41-4012,12,4
2271,Male,37,25-2050,9,3
6977,Female,50,15-1200,18,6
7160,Male,28,35-1010,5,1
5041,Female,22,41-2000,3,1
8440,Female,42,11-0000,10,6
7640,Male,37,17-2030,8,5
7426,Male,47,43-1011,18,1
4964,Male,30,43-0000,5,4
8373,Male,39,11-3050,8,1
5150,Female,39,13-2000,8,4
9171,Male,28,43-4160,5,1
8822,Male,24,37-2000,5,2
1256,Female,43,29-2060,18,3
3807,Female,31,25-0000,6,0
6903,Male,29,39-0000,6,3
9389,Male,40,13-0000,10,2
10814,Female,49,23-1011,17,5
1534,Male,39,49-3031,10,3
9195,Female,23,47-2050,0,3
8808,Female,23,25-9040,2,2
9160,Female,31,15-1200,4,2
5555,Male,30,53-0000,6,5
9458,Female,44,13-1000,18,3
8812,Female,19,39-9010,0,1
6505,Female,30,53-7000,3,1
1705,Female,45,15-1253,20,8
9150,Male,51,25-1040,18,3
10942,Male,25,11-1020,5,2
8368,Male,32,29-2060,6,3
5143,Female,23,35-2000,2,7
3102,Female,41,29-0000,12,3
3852,Male,16,53-3030,3,3
2195,Male,24,53-3000,5,2
4088,Male,24,43-9000,2,3
9629,Female,32,33-1091,1,3
3928,Male,40,43-1011,10,5
4083,Male,25,43-5000,5,4
5765,Male,22,53-7060,1,4
10513,Female,20,51-2090,0,4
10912,Female,22,47-2000,5,4
5949,Female,46,29-1000,20,2
2188,Female,42,25-0000,8,2
6428,Female,43,13-0000,7,7
3322,Male,37,51-9000,5,6
3939,Female,23,33-9032,0,4
6079,Female,27,31-1131,5,6
1241,Female,44,33-2010,8,2
9394,Male,25,41-2000,5,2
4504,Male,25,51-5100,5,2
8179,Male,46,11-3000,20,7
2581,Female,21,35-2020,1,2
2322,Female,42,13-1082,10,8
5448,Female,30,35-2020,4,1
8219,Female,27,53-0000,7,0
6654,Male,27,27-1020,6,5
8138,Male,31,51-4120,4,2
10621,Male,31,39-3000,3,2
6061,Female,33,17-2070,4,6
1003,Female,18,31-1100,2,2
1156,Male,41,49-1000,11,3
2551,Female,45,27-2012,7,1
1925,Male,43,43-1000,9,7
4660,Female,25,41-0000,2,2
2418,Female,42,25-0000,10,4
5203,Male,29,37-2010,6,4
3309,Female,53,29-1071,22,3
5597,Female,30,47-1000,0,5
8286,Male,33,25-9045,7,4
7527,Male,19,31-1100,3,5
10686,Male,36,11-0000,8,3
2836,Male,20,51-4031,0,2
2653,Female,40,15-0000,12,3
8089,Male,33,11-0000,10,5
3634,Male,25,35-3011,1,0
5968,Female,24,35-2014,2,0
8861,Male,30,47-2000,2,3
9426,Male,39,35-1012,11,4
5328,Male,30,25-2030,4,4
2816,Female,44,11-0000,11,3
2041,Female,21,37-0000,2,2
1924,Female,33,43-1011,4,2
6976,Female,20,53-7060,3,3
3695,Male,35,51-5100,6,2
6592,Female,20,49-9071,1,1
6692,Female,37,27-0000,11,3
8292,Male,43,25-1000,19,4
2468,Female,34,43-5052,10,2
4766,Female,25,51-3000,0,1
3003,Female,38,41-0000,11,3
5683,Female,21,35-3020,3,2
2449,Male,24,31-1100,1,6
7580,Male,30,43-0000,5,4
10755,Male,21,47-2000,1,5
5361,Male,19,35-2010,0,2
2679,Male,48,29-1021,18,7
7772,Female,20,47-4000,4,2
3839,Male,23,43-4000,5,4
7369,Female,38,17-3019,12,5
8673,Male,41,43-1000,7,5
3171,Female,38,49-0000,9,2
2642,Female,19,21-1093,3,2
7720,Female,34,41-2011,10,1
2200,Male,26,35-3031,3,0
5521,Female,44,27-4010,10,5
4075,Male,43,29-1000,6,5
7785,Female,23,43-4160,1,2
8035,Female,30,53-3000,3,3
2378,Female,30,45-2090,4,3
4880,Female,29,51-0000,6,5
1659,Male,26,41-9000,4,1
10073,Male,21,41-2000,2,4
2774,Female,31,31-1100,6,6
3019,Male,25,51-3092,2,2
2776,Female,49,29-1229,21,4
2583,Male,41,15-1250,8,6
4378,Female,24,25-4031,4,5
1063,Male,36,47-0000,13,4
4334,Male,45,29-2060,10,6
8125,Male,20,43-0000,3,1
1480,Male,29,51-9000,4,5
5909,Female,43,49-2000,7,2
5216,Female,45,15-2030,22,7
9073,Male,17,25-3021,2,4
9816,Female,41,21-1022,9,5
5360,Male,36,23-0000,11,4
6183,Male,21,53-7000,1,2
4470,Female,26,41-2011,6,2
9071,Male,18,43-6010,1,5
2686,Female,42,29-1131,7,2
1942,Male,23,21-1015,0,4
6245,Female,21,43-0000,1,2
8243,Female,17,35-2021,1,4
8241,Female,16,49-9071,2,3
8168,Female,31,23-2000,7,2
4756,Female,28,31-9092,5,0
8520,Male,33,49-3000,7,3
8349,Female,28,53-7000,3,3
9900,Female,39,23-2011,7,6
6490,Female,38,11-9000,8,1
3854,Female,32,41-0000,6,5
4694,Male,26,35-2000,6,2
10363,Male,27,41-2030,7,2
8283,Male,20,43-6010,3,1
7746,Male,32,15-0000,5,3
4790,Female,23,43-9061,0,6
2069,Male,35,29-0000,10,6
3221,Male,33,53-6020,4,3
2639,Female,20,43-9000,0,3
10710,Male,32,47-2111,5,4
1009,Male,41,13-1071,12,5
4313,Female,21,31-1130,3,2
5467,Male,16,43-3021,2,4
7987,Female,20,31-1120,2,3
8943,Female,19,43-0000,1,5
3886,Female,38,25-2020,12,5
3863,Male,18,31-0000,1,3
3860,Male,24,43-0000,0,0
5600,Male,19,35-0000,2,1
1484,Female,45,29-1140,9,2
4043,Male,38,35-1000,11,3
1058,Male,20,35-2021,2,2
4338,Female,29,49-3000,6,2
2320,Female,21,31-1130,4,1
10472,Female,24,53-0000,4,3
1373,Male,28,37-0000,7,5
7822,Female,35,25-2030,10,6
1803,Male,25,43-4050,6,0
8428,Female,21,19-4020,0,5
1062,Female,21,35-3030,0,0
6488,Male,39,33-1010,9,4
7870,Male,25,51-2090,4,0
8337,Female,35,41-3090,6,5
10098,Male,38,11-1021,11,6
3185,Male,36,47-0000,8,6
8612,Male,20,19-4000,0,3
1049,Female,32,35-0000,6,5
3651,Male,25,39-9032,2,1
10281,Female,42,29-0000,10,4
10128,Female,55,29-1020,22,5
5543,Female,21,35-2021,0,0
2482,Female,42,15-1200,9,5
5665,Female,45,11-9150,8,4
8654,Male,27,43-3000,3,1
7472,Male,39,49-0000,7,1
4784,Female,29,43-9060,3,6
9694,Female,42,11-1020,12,6
8124,Male,16,35-1000,0,1
3060,Male,41,25-2030,10,5
1864,Male,23,43-9061,1,5
3365,Male,26,41-0000,3,2
8917,Male,39,43-1011,8,5
1713,Female,20,43-6010,3,0
5218,Female,45,11-1020,18,5
1385,Female,40,11-9000,9,6
3690,Male,57,29-1141,19,5
8883,Male,50,49-9012,20,5
4039,Female,21,35-0000,4,4
3086,Female,41,13-0000,11,6
3176,Male,25,43-4000,5,4
10631,Male,29,25-3000,7,4
1331,Female,22,43-0000,1,5
5343,Male,25,41-2010,6,0
1625,Female,22,25-3020,1,5
4835,Male,23,37-2010,0,5
2145,Male,43,11-2000,12,6
10219,Male,20,25-9045,0,0
4370,Male,26,35-3000,6,1
1623,Female,28,51-0000,4,3
3023,Male,40,29-1140,11,6
5682,Female,28,37-2000,5,2
7841,Male,30,35-2014,7,4
7967,Male,22,39-3090,1,3
3919,Female,19,53-3030,0,4
1612,Female,22,35-1012,2,1
2050,Female,28,13-1190,5,7
1074,Female,31,35-3000,7,2
2243,Male,22,43-6000,2,4
5139,Female,24,39-5090,3,2
1437,Female,29,13-1040,2,3
3755,Male,26,39-9010,0,4
5077,Male,30,35-0000,2,1
2654,Female,41,25-9030,7,3
4311,Female,42,15-1253,7,6
2117,Male,37,13-1031,9,4
7125,Male,26,11-0000,4,2
10944,Male,29,41-2030,4,0
10499,Female,19,41-2000,0,3
3902,Male,28,31-9092,0,1
3390,Female,21,41-2030,0,1
3862,Male,26,53-3050,2,3
7936,Male,42,11-2000,8,4
4018,Male,36,53-7062,10,5
7829,Female,28,35-2010,4,0
2931,Female,47,49-0000,21,5
4340,Male,28,29-2000,5,4
3352,Female,19,51-4121,3,4
9014,Male,17,43-5000,1,2
10383,Female,41,15-0000,12,2
2559,Male,27,47-2000,4,4
9657,Female,21,41-2000,1,4
10042,Female,16,53-7062,2,3
7237,Female,25,37-0000,6,1
1636,Female,32,11-0000,1,4
4737,Male,38,53-1047,8,4
9342,Female,44,17-3000,18,5
9518,Female,43,15-1250,11,6
1861,Female,25,37-2000,3,1
5390,Female,40,41-3090,9,6
8414,Male,44,25-2050,8,4
3247,Male,50,29-1229,19,4
2048,Female,30,37-2010,7,1
2516,Male,29,51-3010,7,5
9650,Male,31,13-2010,7,4
10007,Female,41,25-2031,10,7
2151,Female,38,51-1011,9,2
6862,Female,38,47-0000,6,4
7256,Female,30,41-2000,5,4
3318,Female,28,43-9000,4,0
3077,Female,30,41-2000,5,3
3640,Female,36,11-9000,10,5
3977,Female,29,21-1000,5,4
3502,Male,24,53-0000,2,5
1442,Male,42,13-2080,10,3
4586,Female,24,41-2031,6,2
1099,Female,28,53-3032,6,1
6330,Male,23,53-3032,0,2
6317,Male,17,33-9090,3,4
10939,Female,25,47-4000,4,4
1952,Male,19,41-1011,1,3
3787,Male,42,25-0000,8,8
9318,Male,20,21-0000,1,1
8981,Male,34,21-1020,3,5
2646,Female,33,11-0000,13,5
9523,Female,23,43-9000,3,1
3760,Female,29,41-2010,5,4
7188,Female,40,13-0000,9,5
10575,Female,16,43-5000,4,4
8420,Female,23,43-9061,0,2
3931,Male,44,17-2000,10,2
9053,Female,44,29-1170,12,1
1520,Male,28,53-7060,3,3
10891,Female,21,51-0000,3,4
6112,Female,32,47-3010,2,3
9297,Female,21,51-0000,4,4
7394,Female,19,49-9000,0,2
3525,Female,25,43-6013,2,3
3668,Male,43,15-1200,10,6
7063,Male,22,51-0000,1,3
9834,Female,43,13-1110,10,5
8694,Male,28,35-1000,6,0
7842,Female,25,43-0000,3,1
5814,Male,21,39-9000,3,3
5757,Male,32,43-6012,4,4
9504,Male,31,37-2010,4,5
3983,Female,34,13-2053,4,2
7760,Female,28,49-3000,4,1
3811,Female,23,43-9061,1,3
3535,Male,29,49-3000,1,2
9987,Male,32,53-3000,7,3
10723,Female,22,31-1120,3,5
5371,Male,42,29-1140,7,6
3460,Female,44,29-0000,8,3
5094,Female,58,11-3000,19,2
3587,Male,24,43-3031,2,4
6642,Female,18,35-3030,2,4
6776,Male,37,25-0000,7,4
4380,Male,36,49-9044,6,1
1415,Female,32,33-9090,5,4
2420,Male,34,23-0000,8,5
3170,Female,18,41-2011,0,2
8443,Male,33,29-1000,9,5
3131,Male,22,43-4000,4,2
6677,Male,26,47-4000,5,3
4045,Male,19,39-7010,0,1
1587,Female,46,11-1011,19,6
10826,Male,38,19-5011,10,3
4579,Male,35,29-0000,9,3
9728,Female,36,11-0000,8,1
8921,Female,25,41-2020,1,1
3885,Female,30,29-2052,7,4
9445,Female,34,39-9000,9,1
10520,Male,41,43-1000,9,3
6026,Female,41,29-0000,10,3
9869,Female,40,11-1000,8,4
8495,Male,35,29-0000,4,4
5488,Male,41,15-1230,8,6
6591,Male,22,51-4030,3,1
1683,Female,37,13-1190,10,1
9102,Female,43,29-1141,13,7
7418,Female,44,27-0000,12,3
6379,Male,27,43-4000,7,6
6296,Female,25,33-0000,7,2
5304,Female,17,31-9092,4,1
9078,Female,17,41-0000,3,5
9090,Male,22,43-3000,0,1
2302,Female,24,53-7000,4,3
5711,Female,19,53-7000,1,2
10249,Male,20,31-9090,1,3
9664,Male,25,35-3000,5,2
2122,Female,31,31-0000,5,4
8848,Female,52,11-2022,22,5
2315,Female,40,25-2057,8,3
5756,Female,32,15-0000,5,5
7601,Female,18,43-0000,1,0
1527,Male,40,11-3050,10,4
9031,Female,29,53-7065,4,0
8766,Female,21,43-9061,1,1
6972,Male,42,19-0000,9,6
3986,Male,31,41-1011,7,3
6111,Female,33,41-0000,6,2
3456,Male,51,11-3120,19,6
4207,Female,41,41-3091,8,5
7409,Female,26,37-0000,5,1
5429,Male,23,37-3010,4,4
2755,Male,23,43-0000,2,2
6348,Female,29,43-0000,7,3
5322,Female,20,51-0000,1,2
9207,Male,30,25-1000,2,1
10116,Male,28,39-3011,1,2
8838,Male,19,31-1120,1,0
10591,Female,45,27-1000,18,4
10676,Female,20,41-2000,3,1
5430,Male,35,35-0000,3,6
7361,Female,20,51-0000,0,1
1919,Male,32,11-1000,7,1
8824,Male,44,33-1000,12,5
1202,Male,46,25-9031,18,4
3124,Female,43,25-0000,11,8
9830,Male,36,11-9000,13,6
7218,Male,31,41-2010,6,1
7724,Male,25,43-0000,4,0
3335,Male,16,53-7051,1,3
3698,Female,37,19-5010,8,3
6996,Male,19,31-1100,1,3
8801,Female,30,37-0000,7,0
8110,Female,22,37-2011,5,3
4302,Female,48,13-0000,17,5
10010,Male,34,15-1200,11,4
6260,Male,39,13-2000,7,5
2282,Male,38,25-0000,12,5
4360,Female,30,11-0000,5,1
6855,Male,28,43-0000,6,4
6628,Female,25,51-9124,4,3
6486,Female,27,51-4072,0,1
10050,Male,46,49-0000,21,4
1570,Male,45,11-1020,7,5
2566,Female,21,19-4000,3,1
5332,Female,20,43-9040,4,2
